FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
NA19457	NA19457	0.0323108	0.00366619	-0.00411817	-0.00222953	0.000824597	0.00354029	-0.00948082	-0.00829282	0.00125103	0.023303
NA19461	NA19461	0.0313816	0.00577809	-0.000455088	-0.00292756	-0.00287575	0.00307499	0.00184648	-0.028795	0.01541	0.00220578
NA19462	NA19462	0.0332173	0.00634074	0.00159781	-0.00449887	-0.0111202	-0.0123401	-0.00190389	-0.0230121	0.00505942	0.00545687
NA19463	NA19463	0.0311056	0.00576149	-0.00198979	0.00161881	-0.00222992	-0.0135117	-0.000990932	0.00997624	-0.0255823	0.0258129
NA19466	NA19466	0.0315507	0.00328494	0.0027284	-0.00238973	0.0112152	0.0147393	-0.00666623	0.00704635	0.0130594	0.0309785
NA19467	NA19467	0.0312844	0.00311278	0.00106357	0.00520614	-0.000693485	-0.00986002	-0.00562132	0.00165667	-0.000629087	0.0338359
NA19468	NA19468	0.0321787	0.00466032	0.000353524	0.000507516	-0.0113581	-0.0108329	0.012881	-0.00184995	-0.00454963	0.0214536
NA19471	NA19471	0.0309964	0.00449076	0.00125858	-0.000441834	-0.0172016	0.00332878	-0.00301612	0.0137777	0.0283692	0.0154702
NA19472	NA19472	0.0319905	0.00422741	0.002656	-0.00168902	0.0204966	-0.00253394	0.00649514	0.0117408	-0.00626727	0.00936094
NA19473	NA19473	0.0305199	0.00465576	-0.00383965	0.00198506	0.00166178	-0.00419604	0.0145493	-0.0313852	-0.0103032	0.0217637
NA19474	NA19474	0.032193	0.00303832	-0.00201499	-2.11226e-06	0.0207025	-0.00061327	0.00624429	-0.0205384	-0.0134603	0.0030379
NA19475	NA19475	0.0285536	0.00273921	-0.00119705	0.00268571	0.0180408	-0.022626	-0.00307287	0.0140173	-0.025046	0.0276124
NA19625	NA19625	0.0293207	0.00278021	0.00131888	-0.00497261	-0.0147655	0.0156696	-0.00174388	-0.0248516	-0.0144267	-0.0164556
NA19648	NA19648	-0.00962698	-0.0303089	0.0136182	-0.00677753	0.00220001	-0.0493849	-0.0077689	0.0190989	-0.0125845	-0.0282947
NA19649	NA19649	-0.0108231	-0.0198093	0.0181705	0.00914115	-0.0221815	-0.0175881	-0.0298034	0.0208857	-0.0178666	-0.0174158
NA19651	NA19651	-0.0116633	-0.0120206	0.0233622	0.0342359	-0.0154651	-0.0126392	0.0337165	-0.0198591	0.0112735	0.00747012
NA19652	NA19652	-0.0133228	-0.00346345	0.0341636	0.048446	0.00183966	0.0094204	-0.0092019	-0.0174916	0.0109719	0.0044862
NA19654	NA19654	-0.00619934	-0.00908324	0.0133914	0.0164938	0.0258255	0.0290087	0.0147677	0.000667285	0.00307534	0.0455912
NA19655	NA19655	-0.00976484	-0.00943108	0.0277221	0.0297119	0.00377309	0.0457461	-0.0249413	0.0037463	0.0275996	-0.00119752
NA19657	NA19657	-0.00941129	-0.00463173	0.0239108	0.0422506	0.0393595	-0.0140344	0.00574396	-0.0230629	0.012715	-0.0427246
NA19658	NA19658	-0.0113152	-0.0225923	0.0193538	-0.00904258	-0.0133267	-0.00230789	0.00272482	0.0113673	0.0210443	0.00903851
NA19661	NA19661	-0.0118317	0.00118422	0.0280016	0.035967	-0.015847	-0.00954528	0.0274232	-0.0368339	-0.0328775	0.01511
NA19663	NA19663	-0.0102696	0.00176023	0.0386693	0.0479153	-0.0127923	-0.0141243	-0.016259	0.0106455	-0.0171623	0.00124296
NA19664	NA19664	-0.00270308	-0.0129344	0.0110858	-0.00392864	-0.0248378	0.00900842	0.016345	-0.0470774	-0.0116453	-0.013604
NA19669	NA19669	-0.0132349	-0.0083541	0.0262313	0.0144688	-0.0234075	0.0101085	0.00264881	0.00528613	-0.0116639	-0.0357069
NA19670	NA19670	-0.00295941	-0.00703336	0.0276544	0.0277907	0.00558811	-0.0217908	-0.0113086	0.0113677	0.0368055	-0.0283967
NA19676	NA19676	-0.00943551	-0.0097653	0.0185639	0.0251836	0.0653783	0.021327	1.70655e-06	-0.0177079	0.031038	0.0154921
NA19678	NA19678	-0.0033852	-0.0110553	0.0223272	0.0171073	0.0244273	0.0344831	0.0158202	-0.00309716	0.0137231	0.0401612
NA19679	NA19679	-0.00706783	-0.0218595	0.0159591	-0.0133005	-0.00808607	-0.0478715	0.0194159	0.0556662	-0.0164293	-0.0139333
NA19681	NA19681	-0.0130358	0.00330027	0.0370475	0.0602067	0.0517728	0.0507993	-0.0104488	-0.00535208	0.0250924	0.018966
NA19682	NA19682	-0.014435	0.000697051	0.0343765	0.0474299	0.00700876	0.0280531	0.0190736	-0.0283651	0.0251439	0.0202298
NA19684	NA19684	-0.0111207	-0.0132841	0.0200079	0.00752781	0.0034344	-0.00936577	-0.0122684	0.0179972	0.0242825	-0.027178
NA19700	NA19700	0.0326463	0.00496027	0.00195182	-0.00500187	-0.0159856	0.00317886	-0.00256326	-0.00970764	0.0118316	0.0207951
NA19701	NA19701	0.0285278	-0.00043359	-0.00194001	0.00119196	-0.0217561	-0.011193	0.00698401	-0.0339859	0.0237951	-0.00367415
NA19703	NA19703	0.0274504	-0.000754541	0.00239891	0.00157175	-0.00191529	0.00857464	-0.00500655	-0.000607983	0.00640908	-0.0317078
NA19704	NA19704	0.0302855	7.77333e-05	-0.0040793	-0.00223073	0.00767381	-0.00524004	0.00273683	-0.00417212	-0.00147787	-0.0114514
NA19707	NA19707	0.0268507	0.000785438	-0.00457856	0.000726743	0.010938	-0.0126258	0.00792544	0.00718155	0.013908	-0.0116934
NA19711	NA19711	0.0343198	0.00316538	0.000306147	0.00311553	-0.000518846	-0.00363143	-0.00135821	0.000425387	0.0154462	0.00231099
NA19712	NA19712	0.0306157	0.00202873	0.00270667	0.00380124	0.0113916	-0.0166869	0.011456	0.0158235	-0.000491258	-0.011652
NA19713	NA19713	0.0285994	-0.00153182	0.00395359	0.00223259	-0.0207704	-0.00802745	-0.0131937	0.0201107	0.00270793	0.0256689
NA19716	NA19716	-0.011989	0.00562787	0.0336982	0.0477082	0.000169312	-0.0176429	0.0046548	-0.0400056	0.00127375	0.0212974
NA19717	NA19717	-0.0129021	-0.000481558	0.0346756	0.0587187	0.0276971	-0.00598133	0.014635	-0.0159692	-0.0124422	0.0416449
NA19719	NA19719	-0.00746861	-0.00991231	0.0226615	0.00759698	-0.0289516	-0.0139971	0.00351275	0.0467408	-0.0160456	-0.00167179
NA19720	NA19720	-0.00586042	0.00320534	0.0383595	0.0570184	-0.0107193	0.0101309	-0.0249907	0.00168348	-0.0149381	-0.00388221
NA19722	NA19722	-0.00676367	0.00260317	0.0387744	0.0449119	0.00113024	-0.00570697	0.0302308	-0.00354597	-0.0104856	0.0290873
NA19723	NA19723	-0.00749844	-0.0103172	0.0203942	0.0182701	0.0483142	-0.0384605	0.035514	0.00543434	-0.0125344	-0.045447
NA19725	NA19725	-0.00546234	-0.0102285	0.0261196	0.0181454	-0.0181588	-0.000767689	-0.0196958	-0.0180424	-0.021225	-0.0151232
NA19726	NA19726	-0.0151595	-0.00142178	0.0265897	0.0436367	0.0331957	0.000936176	0.0162491	-0.036865	-0.0196652	0.00905176
NA19728	NA19728	-0.0187211	0.0132574	0.0478908	0.0813946	-0.00178063	0.016486	-0.0122748	-0.0151686	-0.0117208	-0.024048
NA19729	NA19729	-0.0180813	0.0183297	0.0483384	0.0833499	0.00238639	0.00563444	-0.0170781	0.00556407	0.00646247	0.0135803
NA19731	NA19731	-0.0171792	0.0194725	0.0536782	0.0892335	0.00668133	0.0132501	0.00377893	-0.045541	-0.0121482	-0.00809099
NA19732	NA19732	-0.0185004	0.0119981	0.0351892	0.0626318	0.0433806	0.039174	0.0378057	0.00115817	0.00744412	0.0154136
NA19734	NA19734	-0.0148297	0.00849411	0.0463905	0.07826	-0.00886491	-0.00212137	0.00862848	-0.0264645	-0.0122485	-0.00205138
NA19735	NA19735	-0.0152223	0.0090474	0.0491327	0.0777632	-0.00744219	-0.024274	-0.000956663	-0.000481334	0.00275146	0.00248004
NA19740	NA19740	-0.0162266	0.0128219	0.0499336	0.0734265	0.00527531	0.0120771	0.0173621	-0.00461918	-0.0145194	0.0013474
NA19741	NA19741	-0.0122507	0.000326737	0.0421485	0.0451332	-0.00560483	-0.0174458	0.00415595	-0.00759994	-0.00556516	-0.00290402
NA19746	NA19746	-0.00978446	-0.00939796	0.0293952	0.0354194	-0.00915384	0.00994386	0.00264324	0.00846668	0.0153688	0.0114541
NA19747	NA19747	-0.0136881	-0.000939047	0.0378471	0.0445341	0.0146956	0.00293408	0.029326	-0.0233478	0.0162289	0.0358082
NA19749	NA19749	-0.00841603	-0.005079	0.0223449	0.0124071	0.00520367	-0.0113894	0.012551	0.0181853	-0.0275407	0.0177237
NA19750	NA19750	-0.0104848	-0.0175892	0.0207868	0.00192102	-0.0101867	0.00176627	0.00406421	-0.0249502	0.0163927	0.0119195
NA19752	NA19752	-0.0101428	-0.00340975	0.0312143	0.034323	0.00347094	-0.0129439	0.0228757	-0.00176433	-0.0349734	-0.000185673
NA19755	NA19755	-0.0146321	0.000177175	0.0342815	0.0464008	0.0608483	0.00630481	-0.00131049	0.0102897	-0.0101102	-0.00356095
NA19756	NA19756	-0.0134864	-0.000911049	0.0298365	0.0424797	-0.00952356	-0.016161	0.0216782	0.0134599	0.0384442	0.0260648
NA19758	NA19758	-0.0148405	0.00414906	0.0356371	0.0603636	0.0154063	0.0269923	-0.0299173	0.000173628	0.0171382	0.0178699
NA19759	NA19759	-0.0110039	-0.0105361	0.0244371	0.0205617	0.0208487	0.0121941	0.0181872	-0.032338	0.0371141	0.0467482
NA19761	NA19761	-0.013507	-0.0108935	0.0300647	0.0276043	0.00190254	-0.000554344	-0.00426994	-0.00256925	0.0388768	-0.0172083
NA19762	NA19762	-0.0137269	-0.00508297	0.0362854	0.0406173	-0.000354227	-0.00541894	0.00919589	-0.00563951	0.0401591	0.0421894
NA19764	NA19764	-0.0105241	-0.0254725	0.0154428	-0.018975	-0.0203121	-0.0266487	0.0175205	-0.0266373	0.0134119	0.0103249
NA19770	NA19770	-0.00761264	-0.0177644	0.0153562	0.0035764	-0.00472233	-0.00335006	0.0204005	-0.023017	-0.0113545	-0.0189308
NA19771	NA19771	-0.00857444	-0.012904	0.0154749	0.00649745	0.0256629	0.00846899	0.0332951	0.036754	0.00721894	-0.0140757
NA19773	NA19773	-0.0128295	-0.0125866	0.0219363	0.00998898	-0.0194677	-0.0349904	-0.0106204	-0.00794011	0.0121342	0.0169725
NA19774	NA19774	-0.00801306	0.00038234	0.0423672	0.0466094	-0.0105317	-0.0246242	0.0152668	0.0153616	0.00985371	-0.0130411
NA19776	NA19776	-0.0145101	0.0032337	0.0415594	0.0659718	-0.0046948	0.00460923	-0.00363554	0.00297801	-0.00272952	0.00269358
NA19777	NA19777	-0.0101814	-0.0135407	0.0192119	0.00886279	-0.0260004	-0.0152121	-0.0072092	0.00615664	0.0189204	-0.00574016
NA19779	NA19779	-0.0110065	-0.0111506	0.0165899	0.0159515	-0.0247103	-0.00879863	0.0358099	-0.0281249	0.0115124	0.0431277
NA19780	NA19780	-0.0104055	-0.0128964	0.0234785	0.0187133	-0.00926934	0.0188913	-0.00159097	0.0101662	0.0330136	0.0197794
NA19782	NA19782	-0.0134218	-0.00521871	0.0322285	0.0318008	0.0128556	0.0119351	-0.0143747	-0.00349589	0.0251516	0.00482568
NA19783	NA19783	-0.0141545	-4.97296e-05	0.0392064	0.0541547	-0.0134272	-0.0126159	-0.0193631	0.0119535	0.00170751	-0.00971985
NA19785	NA19785	-0.00918254	-0.00324636	0.0393365	0.0580723	-0.0140922	-0.0105041	-0.020722	0.0180505	0.00133206	-0.0142063
NA19786	NA19786	-0.0110148	-0.00466033	0.0278561	0.02871	0.0908804	0.00128845	0.0277465	0.00276293	0.0208165	1.50739e-05
NA19788	NA19788	-0.0135216	0.00137363	0.0382241	0.0527159	-0.00703812	-0.00273265	-0.0139761	-0.0187883	-0.0263822	-0.0123275
NA19789	NA19789	-0.0168338	0.00932048	0.0480026	0.0848059	0.0174696	0.0113758	-0.00352488	0.0218364	-0.00505176	-0.000154774
NA19792	NA19792	-0.00673276	-0.00863777	0.0226369	0.0143027	-0.0110565	0.0132533	-0.0242285	0.000933091	0.00827311	0.0117951
NA19794	NA19794	-0.00971013	-0.01364	0.0208504	0.00424609	0.00267937	-0.0220614	0.0277009	0.0212778	0.0277732	0.0221966
NA19795	NA19795	-0.0144285	-0.00440385	0.0436646	0.0455897	0.000370821	0.00466307	0.00203406	-0.0307674	0.00618466	0.00551442
NA19818	NA19818	0.0177142	-0.00233727	0.00579741	-0.0106451	-0.0156128	0.0200934	-0.00447912	0.0167359	0.00899762	-0.00436817
NA19819	NA19819	0.0193174	-0.00147319	0.000379864	-0.00740642	0.000286559	0.0124813	0.000952992	0.00807897	0.0125806	0.00891379
NA19834	NA19834	0.0169465	-0.00985066	0.00518327	-0.0137751	-0.0162529	0.00555939	-0.00666023	-0.00247914	0.00700653	0.00974336
NA19835	NA19835	0.0320155	0.000951953	0.0040129	-0.00618421	-0.0118428	-0.0084238	-0.00697482	-0.00628456	-0.0118677	0.00344066
NA19900	NA19900	0.0339267	0.00587277	-0.00182159	-0.00214896	-0.0027829	-0.00295546	0.0078605	-0.0122417	-0.0365717	0.00175212
NA19901	NA19901	0.0303408	0.000462889	2.31564e-06	0.00783863	-0.0100501	0.0115224	-0.00393468	-0.016941	0.0110954	-0.00274582
NA19904	NA19904	0.0342865	0.00501773	9.33651e-05	-0.0022292	-0.0112909	-0.0141236	-0.00115076	-0.0124521	-0.0167694	-0.00668448
NA19908	NA19908	0.0272894	-0.00103869	0.00397677	0.00275651	-0.0088094	-0.00200109	0.00767236	-0.00113742	0.00627503	0.00284544
NA19909	NA19909	0.0337348	0.00530725	0.000246595	0.00183133	-0.0191384	0.014684	-0.00482114	-0.00897215	0.0105709	-0.00564978
NA19913	NA19913	0.0340482	0.00686452	0.000844371	-0.00214238	-0.0082642	-0.0109989	0.00203683	-0.00710024	-0.0205957	-0.0294517
NA19914	NA19914	0.0285809	0.00134247	-0.000145225	-0.00790555	-0.0020992	-0.00108565	-0.0109944	0.00555613	0.00103059	-0.0112705
NA19916	NA19916	0.0341451	0.00477111	-0.00237495	-0.000700522	-0.00413386	0.013991	0.0148659	-0.00985422	0.00803173	0.009078
NA19917	NA19917	0.0323719	0.00375976	-0.00588991	0.00173877	0.0060878	-0.00482122	0.0171819	-0.00946072	-0.0274402	-0.00127833
NA19920	NA19920	0.0168631	-0.00372435	0.00347028	-0.0112303	-0.0175961	-0.00556786	-0.00440049	-0.00993696	-0.00175007	0.00725027
NA19921	NA19921	0.0258332	-0.000582283	0.00249722	0.000511305	-0.0105891	0.0198418	-0.0054823	-0.0295223	0.0345348	-0.0159148
NA19922	NA19922	0.0106211	-0.0139948	0.00438783	-0.0148595	-0.0212326	0.0318265	0.00445631	-0.00975353	0.0066373	0.0324254
NA19923	NA19923	0.0321572	0.00495934	0.00255065	0.00154912	0.0375538	0.00649916	0.0164256	-0.0186235	-0.0104355	-0.0157962
NA19982	NA19982	0.0239628	-0.00377423	0.00399751	-0.00793233	0.0168381	0.0102614	0.00395659	-0.0173246	-0.00831362	0.011447
NA19984	NA19984	0.0273964	0.00398851	0.000589046	0.000785373	0.0369589	-0.00487102	0.0186493	-0.0153959	-0.0100113	-0.00917874
NA20126	NA20126	0.0307621	0.000822935	0.00355493	-0.00189863	0.0030411	-0.0108075	0.0132611	0.0178319	-0.000623093	-0.0103821
NA20127	NA20127	0.0288975	0.00172117	0.00123172	-0.00426097	-0.00401617	0.0188721	0.00292496	-0.0391707	0.00781203	-0.0248885
NA20274	NA20274	-5.78258e-05	0.00332833	0.0207298	0.0351335	-0.00341985	-0.00221908	-0.010432	0.0185228	-0.00671753	-0.0157745
NA20276	NA20276	0.0305196	0.00295076	0.00631907	-0.00272151	0.0135226	0.00735019	-0.0148302	-0.0102694	0.0111385	0.00558394
NA20278	NA20278	0.0106462	-0.00865158	0.0026083	-0.00409343	-0.00224761	-0.0117513	-0.0112278	-0.00508059	-0.00540293	0.046856
NA20281	NA20281	0.0293742	0.00445203	-0.00216356	0.00137024	-0.00455526	-0.00891212	0.00922021	0.0137718	-0.00724453	0.00709907
NA20282	NA20282	0.0266318	4.60479e-05	0.00878371	-0.00669955	0.0214219	0.0257661	0.00242205	-0.0126836	-0.0123112	-0.00129993
NA20287	NA20287	0.0215748	-0.00462264	0.00806267	-0.0146448	-0.0464207	-0.00107565	0.0314086	-0.0186576	-0.0276481	0.0328798
NA20289	NA20289	0.0209078	-0.00394288	0.00438592	-0.00783907	-0.0192791	-0.00819557	-0.0103485	-0.0158051	0.023683	-0.013898
NA20291	NA20291	0.0296013	0.000217541	0.000853938	-0.00203802	0.00690547	0.00116971	0.00444927	0.0269779	0.019024	-0.00135784
NA20294	NA20294	0.0229478	-0.00154952	0.00462097	-0.00275018	-0.0266779	-0.00906605	-0.0186428	-0.00783329	-0.0249056	0.00116193
NA20296	NA20296	0.0281334	0.0025516	0.00561837	-0.00502839	-0.0209317	0.0143606	0.0128011	0.0057833	0.0145815	0.0254707
NA20298	NA20298	0.0248542	0.00179696	0.00584942	0.00397832	0.00141623	-0.0128896	-0.00132306	0.0194539	0.0118131	-0.014502
NA20299	NA20299	0.00757119	0.00864469	0.0210347	0.0426029	0.033233	-0.0141074	-0.00971789	0.0179764	-0.0264336	-0.00205528
NA20314	NA20314	-0.0162191	0.00598821	0.0368088	0.061143	0.0153714	0.0351595	-0.00714572	0.0130125	0.0156147	0.034774
NA20317	NA20317	0.0302233	0.00572996	-0.00196491	-0.00191658	0.0254179	-0.0177025	0.0203968	-0.00620991	-0.0169457	0.0192438
NA20318	NA20318	0.0261287	0.00067191	-0.0038387	-0.0058431	-0.0108773	-0.0157186	0.00710137	-0.0015277	-0.0157037	0.0352203
NA20320	NA20320	0.028048	0.00154092	0.00674084	-0.000279233	-0.000527874	0.0164972	-0.0302222	-0.0056776	0.0073275	0.0116315
NA20321	NA20321	0.031877	0.00132401	0.00729937	-0.00119382	-0.0112283	0.0095331	-0.0165633	0.00705177	0.0126639	0.0101108
NA20332	NA20332	0.0208543	-0.00473526	0.00373727	0.00128023	-0.00676122	0.00868758	-0.0025954	-0.0239363	-0.00295594	0.0182881
NA20334	NA20334	0.0326614	0.00496854	-0.000674943	0.000145353	-0.0249823	0.00102032	-0.0132054	-0.0168567	-0.0145211	0.00741003
NA20339	NA20339	0.030698	0.0073115	0.00457929	0.00658823	-8.90496e-05	0.0322478	0.00045011	-0.0286371	0.0087534	0.00551942
NA20340	NA20340	0.0290159	0.00259458	0.00193555	-0.0026989	0.0331902	-0.00570818	-0.00174735	0.0127535	-0.00115542	0.00330601
NA20342	NA20342	0.000592151	-0.00441037	0.0174825	0.0155453	-0.00774247	-0.00178852	-0.000368061	-0.0138928	-0.025548	-0.0066095
NA20346	NA20346	0.0348962	0.00693285	0.00433475	-0.00281093	-0.016567	0.00562188	0.00326916	0.0142573	-5.85498e-05	0.011971
NA20348	NA20348	0.0309649	0.00475056	0.00414724	-0.000774459	-0.0172098	0.0260478	-0.0134714	-0.0135903	0.0349474	-0.0140342
NA20351	NA20351	0.0103453	-0.00770898	0.00646587	-0.011756	0.000509724	0.00311882	-0.00118915	-0.0248325	-0.0317739	0.0343151
NA20355	NA20355	0.0320916	0.00205137	0.00384233	-0.00367768	-0.0192943	0.0135644	-0.015784	-0.0207872	0.0116024	-0.00453051
NA20356	NA20356	0.0297528	0.00566924	-0.000875579	0.00817802	-0.00446802	-0.00303753	0.00200033	-0.00159099	-0.0147994	0.0100926
NA20357	NA20357	0.0320362	0.00506688	0.0054332	-0.00220996	-0.00508005	-0.00884395	-0.00386633	-0.0241366	-0.0298558	0.0121326
NA20359	NA20359	0.0247847	-0.00129767	0.00029451	0.00417115	-0.00444347	-0.0226104	-0.0130352	0.0217738	-0.0147984	-0.0167233
NA20362	NA20362	0.0269347	0.00154295	0.00193166	0.00727706	-0.000356472	-0.00749887	0.00448481	0.024789	-0.00224472	0.00917962
NA20412	NA20412	0.0239017	-0.00361408	0.00367119	-0.00697879	-0.00763594	0.0102713	0.00166687	0.0132755	0.020509	0.0151032
NA20502	NA20502	-0.00824628	-0.0266971	0.00262845	-0.0147613	0.0206354	-0.011667	0.01625	-0.0528006	0.0295818	-0.0276802
NA20503	NA20503	-0.00837755	-0.0271763	0.00721306	-0.0192658	0.0237311	-0.0103254	0.0333302	0.00699218	0.0434805	0.00561236
NA20504	NA20504	-0.00925519	-0.0262582	0.00796631	-0.0153366	-0.0383671	0.00138245	0.0194333	-0.000294894	-0.00438002	0.0133759
NA20505	NA20505	-0.00772654	-0.0301303	0.00762919	-0.0142085	-0.00170449	0.00164256	0.0236526	-0.0113542	0.0336741	-0.003137
NA20506	NA20506	-0.0106498	-0.0255039	0.00954286	-0.0142376	0.00064819	0.00389715	0.03035	0.000936473	0.0495031	0.0303446
NA20507	NA20507	-0.00945653	-0.0232681	0.00114242	-0.0165862	-0.0114086	0.00348016	-0.00970245	-0.0040359	0.00122437	-0.0219154
NA20508	NA20508	-0.00983423	-0.0223838	0.0082387	-0.0146085	-0.0244595	0.00233405	-0.0018287	0.0182369	0.0290018	-0.0372021
NA20509	NA20509	-0.00745565	-0.0252603	0.00555312	-0.0183395	-0.0320241	-0.0332747	0.00765055	-0.0083219	-0.00500891	-0.00812207
NA20510	NA20510	-0.0083701	-0.0223082	-0.000843548	-0.0147093	0.0181864	-0.0219903	0.0518257	-0.0362295	0.00336688	-0.0250575
NA20511	NA20511	-0.0098206	-0.0212642	0.00642734	-0.0106743	-0.0140629	-0.0239004	0.0139866	0.00712785	0.0516253	-0.00263375
NA20512	NA20512	-0.00799863	-0.0254977	0.0091909	-0.0196607	0.00275274	-0.0299157	-0.0128063	0.0166488	-0.0258201	0.013828
NA20513	NA20513	-0.00998331	-0.0288548	0.00313482	-0.0130755	0.00596507	-0.00135746	0.000707785	-0.0269214	0.0149905	0.00189283
NA20514	NA20514	-0.00981233	-0.0251364	0.00282203	-0.0182784	-0.00858339	-0.0156317	0.0199959	0.00520591	0.033923	-0.0229605
NA20515	NA20515	-0.0106347	-0.0297052	0.00879443	-0.016276	-0.0229791	-0.017943	0.0228724	-0.0203114	0.0286491	-0.00273562
NA20516	NA20516	-0.00935606	-0.0270833	0.0142975	-0.0259615	-0.00557421	0.0208469	0.0397127	-0.0253069	0.0247846	0.0209791
NA20517	NA20517	-0.00900271	-0.0262717	0.0091741	-0.0159018	0.0311054	-0.0196818	-0.00769433	-0.00195795	-0.00937498	0.000249301
NA20518	NA20518	-0.00856217	-0.0277383	0.0128038	-0.0273137	-0.0085675	-0.0166118	0.0386488	-0.0259738	0.0101967	0.00520397
NA20519	NA20519	-0.00896147	-0.0286439	0.00816415	-0.00888482	0.0131063	-0.0135799	0.0208043	-0.00103718	-0.00371223	-0.00598972
NA20520	NA20520	-0.0100838	-0.0245487	0.0093254	-0.0127461	0.0026577	-0.00675324	0.00547323	0.00580665	0.0284546	-0.00333849
NA20521	NA20521	-0.00580897	-0.0256987	0.00900931	-0.0232812	-0.024063	-0.0200962	0.0241341	0.00639265	0.0285512	-0.0089011
NA20522	NA20522	-0.0079629	-0.0268806	0.00575636	-0.0211707	-0.00134536	-0.0255038	0.00687356	0.0405043	0.0220074	-0.0377129
NA20524	NA20524	-0.00819645	-0.0249211	0.00144385	-0.0177223	0.00752714	-0.0212744	-0.00478654	0.0317273	-0.000256214	-0.0222526
NA20525	NA20525	-0.00806908	-0.0280896	0.0146077	-0.0184613	-0.0165044	-0.0234013	-0.00551336	0.00994806	-0.0130354	0.017341
NA20527	NA20527	-0.00903631	-0.0260231	0.00333685	-0.0168723	0.00386112	-0.0156322	0.0249081	-0.0126835	0.0267135	0.041933
NA20528	NA20528	-0.0091827	-0.0230507	0.00813627	-0.0179227	-0.0147275	-0.0116877	-0.0108598	0.000728578	0.00534516	0.0355575
NA20529	NA20529	-0.0093714	-0.0262169	0.00407257	-0.0121246	0.00584384	-0.0236147	0.0212803	-0.0071598	0.0126741	0.0226285
NA20530	NA20530	-0.0078089	-0.026306	0.00757455	-0.0173473	0.0051309	-0.0132849	0.0344422	-0.000687605	0.0169031	-0.0190925
NA20531	NA20531	-0.00977261	-0.0242658	0.00327826	-0.0182366	0.0015282	-0.00508082	0.0128749	-0.0276943	0.0217949	-0.0133421
NA20532	NA20532	-0.0080731	-0.0250546	0.00376136	-0.0156966	-0.0244927	-0.0129515	0.0214538	-0.0344659	0.0177414	-0.00463636
NA20533	NA20533	-0.00875746	-0.0286887	0.00670533	-0.00799344	-0.0155189	-0.0130178	0.0163279	-0.000661529	0.0186483	-0.00595216
NA20534	NA20534	-0.00865152	-0.0282827	0.00364312	-0.0103066	-0.00274937	-0.0323726	0.0358758	0.00503906	0.00728955	-0.00471538
NA20535	NA20535	-0.00934079	-0.0237729	-0.00178931	-0.00744523	0.0292905	0.00863085	0.0218373	-0.0112543	-0.00637437	0.00665917
NA20536	NA20536	-0.00769435	-0.0267099	0.0115611	-0.0117863	-0.0132213	-0.015212	0.026235	-0.0560616	-0.00745876	-0.00389501
NA20538	NA20538	-0.00827806	-0.0265687	0.00860286	-0.0209207	0.0278053	-0.00888463	0.0441714	0.0172714	0.00522406	-0.0127056
NA20539	NA20539	-0.00838312	-0.0270881	0.0114971	-0.0155598	-0.0339339	-0.0273657	0.0203775	3.04288e-05	-0.00124274	-0.0130473
